ATENDIMENTO_BAIRRO_NOME;EQUIPAMENTO_URBANO_NOME;FLAG_EQUIPAMENTO_URBANO;FLAG_FLAGRANTE;LOGRADOURO_NOME;NATUREZA1_DEFESA_CIVIL;NATUREZA1_DESCRICAO;SUBCATEGORIA1_DESCRICAO;NATUREZA2_DEFESA_CIVIL;NATUREZA2_DESCRICAO;SUBCATEGORIA2_DESCRICAO;NATUREZA3_DEFESA_CIVIL;NATUREZA3_DESCRICAO;SUBCATEGORIA3_DESCRICAO;NATUREZA4_DEFESA_CIVIL;NATUREZA4_DESCRICAO;SUBCATEGORIA4_DESCRICAO;NATUREZA5_DEFESA_CIVIL;NATUREZA5_DESCRICAO;SUBCATEGORIA5_DESCRICAO;OCORRENCIA_ANO;OCORRENCIA_CODIGO;OCORRENCIA_DATA;OCORRENCIA_DIA_SEMANA;OCORRENCIA_HORA;OCORRENCIA_MES;OPERACAO_DESCRICAO;ORIGEM_CHAMADO_DESCRICAO;REGIONAL_FATO_NOME;SECRETARIA_NOME;SECRETARIA_SIGLA;SERVICO_NOME;SITUACAO_EQUIPE_DESCRICAO;NUMERO_PROTOCOLO_156
Portão;;f;NÃO;Rua Calixto Razolini;0;Animais;;;;;;;;;;;;;;2022;01949/2022;29/12/2022;Quinta;18:30:00;12;;153;Portão;;;"";"";
Pinheirinho;;f;SIM;Rua Araruna;0;Agressão física/verbal;Agressão;;;;;;;;;;;;;2022;01950/2022;29/12/2022;Quinta;18:39:00;12;;153;Pinheirinho;;;"";"";
Parolin;;f;NÃO;Rua Francisco Zanetti;0;Risco de acidente / à vida;Outros;;;;;;;;;;;;;2022;01952/2022;29/12/2022;Quinta;19:17:00;12;;153;Portão;;;"";"";
Campo Comprido;;f;NÃO;Rua do Grupo Escolar;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;01951/2022;29/12/2022;Quinta;19:19:00;12;;156;Portão;;;"";"";
Centro;;f;NÃO;Avenida Luiz Xavier;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;01957/2022;29/12/2022;Quinta;19:30:00;12;;À VIATURA;Matriz;;;"";"";
Atuba;;f;NÃO;Avenida Marechal Mascarenhas de Moraes;0;Trânsito;Direção perigosa;;;;;;;;;;;;;2022;01954/2022;29/12/2022;Quinta;19:31:00;12;;153;Boa Vista;;;"";"";
Capão Raso;;f;NÃO;Avenida Winston Churchill;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;01953/2022;29/12/2022;Quinta;19:33:00;12;;156;Pinheirinho;;;"";"";
Uberaba;;f;NÃO;Avenida Senador Salgado Filho;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;01955/2022;29/12/2022;Quinta;19:35:00;12;;156;Cajuru;;;"";"";
Sítio Cercado;;f;NÃO;Rua Doutor Levy Buquera;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;01956/2022;29/12/2022;Quinta;19:39:00;12;;156;Bairro Novo;;;"";"";
Portão;;f;NÃO;Rua Calixto Razolini;0;Trânsito;;;;;;;;;;;;;;2022;01959/2022;29/12/2022;Quinta;19:50:00;12;;À VIATURA;Portão;;;"";"";
Sítio Cercado;CLUBE DA GENTE BAIRRO NOVO;t;NÃO;Rua Marcolina Caetana Chaves;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;01958/2022;29/12/2022;Quinta;19:52:00;12;;VEPPER;Bairro Novo;Secretaria Municipal do Esporte, Lazer e Juventude;SMELJ;"";"";
Cabral;POSTO DE ATENDIMENTO CASA DA MULHER BRASILEIRA;t;NÃO;Avenida Paraná;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;01961/2022;29/12/2022;Quinta;19:55:00;12;;IMEDIATA;Matriz;;;"";"";
São Braz;;f;NÃO;Rua Gideão;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;01960/2022;29/12/2022;Quinta;20:06:00;12;;IMEDIATA;Santa Felicidade;;;"";"";
Santa Felicidade;;f;NÃO;Avenida Manoel Ribas;0;Trânsito;Acidente de trânsito;;;;;;;;;;;;;2022;01962/2022;29/12/2022;Quinta;20:20:00;12;;À VIATURA;Santa Felicidade;;;"";"";
Centro;;f;NÃO;Praça Tiradentes;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;01963/2022;29/12/2022;Quinta;20:35:00;12;;153;Matriz;;;"";"";
Água Verde;;f;NÃO;Rua Castro;0;Trânsito;ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A;;;;;;;;;;;;;2022;01964/2022;29/12/2022;Quinta;20:43:00;12;;156;Portão;;;"";"";
Rebouças;ESTAÇÃO TUBO ALFERES POLI 2;t;NÃO;AV. SETE DE SETEMBRO;0;Risco de acidente / à vida;Rabeira em veículo coletivo;;;;;;;;;;;;;2022;01965/2022;29/12/2022;Quinta;21:21:00;12;;153;Matriz;Urbanização de Curitiba S.A.;URBS;"";"";
Cidade Industrial;;f;NÃO;Rua Doutora Wanda de Aguiar Horta;0;Trânsito;;;;;;;;;;;;;;2022;01966/2022;29/12/2022;Quinta;21:28:00;12;;156;CIC;;;"";"";
Alto Boqueirão;;f;NÃO;Rua dos Pioneiros;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;01967/2022;29/12/2022;Quinta;21:52:00;12;;156;Boqueirão;;;"";"";
Guaíra;;f;SIM;Avenida da República;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;01969/2022;29/12/2022;Quinta;21:55:00;12;;IMEDIATA;Portão;;;"";"";
Fazendinha;;f;NÃO;Rua Carlos Klemtz;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;01968/2022;29/12/2022;Quinta;21:56:00;12;;IMEDIATA;Portão;;;"";"";
Bigorrilho;;f;NÃO;Rua Coronel Dulcídio;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;01972/2022;29/12/2022;Quinta;22:01:00;12;;À VIATURA;Matriz;;;"";"";
Boqueirão;;f;NÃO;Rua Doutor Bley Zornig;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;01970/2022;29/12/2022;Quinta;22:07:00;12;;IMEDIATA;Boqueirão;;;"";"";
São Braz;;f;NÃO;Rua Altamiro Machado;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;01971/2022;29/12/2022;Quinta;22:26:00;12;;156;Santa Felicidade;;;"";"";
Sítio Cercado;;f;NÃO;Rua Lupionópolis;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;01973/2022;29/12/2022;Quinta;22:30:00;12;;À VIATURA;Bairro Novo;;;"";"";
Sítio Cercado;;f;NÃO;Rua Mário Ribeiro Chimelli;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;01974/2022;29/12/2022;Quinta;23:04:00;12;;156;Bairro Novo;;;"";"";
São Francisco;;f;NÃO;Rua Trajano Reis;0;Roubo;Transeunte;;;;;;;;;;;;;2022;01975/2022;29/12/2022;Quinta;23:08:00;12;;153;Matriz;;;"";"";
Sítio Cercado;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL LALA SCHNEIDER;t;NÃO;R. DR. JOSÉ DE ALMEIDA PIMPÃO;0;Dano;Arrombamento;;;;;;;;;;;;;2022;01976/2022;29/12/2022;Quinta;23:40:00;12;;153;Bairro Novo;Secretaria Municipal da Educação;SME;"";"";
São Francisco;;f;NÃO;Rua Trajano Reis;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;01978/2022;30/12/2022;Sexta;00:25:00;12;;À VIATURA;Matriz;;;"";"";
Guaíra;;f;NÃO;Rua Pernambuco;0;Tentativa;Tentativa de furto;;;;;;;;;;;;;2022;01977/2022;30/12/2022;Sexta;00:31:00;12;;153;Portão;;;"";"";
Cajuru;;f;NÃO;Avenida Florianópolis;0;Perturbação do sossego;;;;;;;;;;;;;;2022;01979/2022;30/12/2022;Sexta;00:53:00;12;;153;Cajuru;;;"";"";
Centro;;f;NÃO;Praça General Osório;0;Roubo;Transeunte;;;;;;;;;;;;;2022;01983/2022;30/12/2022;Sexta;01:00:00;12;;IMEDIATA;Matriz;;;"";"";
Pinheirinho;;f;NÃO;Rua Cid Marcondes de Albuquerque;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;01980/2022;30/12/2022;Sexta;01:15:00;12;;SETRAN;Pinheirinho;;;"";"";
Capão Raso;;f;NÃO;Avenida Winston Churchill;0;ZELADORIA URBANA;Furto Fiação Semáforos;;;;;;;;;;;;;2022;01981/2022;30/12/2022;Sexta;01:36:00;12;;153;Pinheirinho;;;"";"";
Novo Mundo;;f;SIM;Rua Irmãs Paulinas;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;01982/2022;30/12/2022;Sexta;01:52:00;12;;153;Pinheirinho;;;"";"";
Pinheirinho;;f;NÃO;Rua Rosa Tortato;0;ZELADORIA URBANA;Furto Fiação Semáforos;;;;;;;;;;;;;2022;01984/2022;30/12/2022;Sexta;03:46:00;12;;153;Pinheirinho;;;"";"";
Capão Raso;UNIDADE DE PRONTO ATENDIMENTO PINHEIRINHO;t;NÃO;;0;Fuga de Paciente;;;;;;;;;;;;;;2022;01985/2022;30/12/2022;Sexta;04:05:00;12;;153;Pinheirinho;Secretaria Municipal da Saúde;SMS;"";"";
Pinheirinho;;f;NÃO;Rua Carlópolis;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;01986/2022;30/12/2022;Sexta;04:34:00;12;;SETRAN;Pinheirinho;;;"";"";
Campo de Santana;;f;NÃO;Rua Bispo Dom Jerônimo Mazaroto;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;01987/2022;30/12/2022;Sexta;05:27:00;12;;BOTÃO DO PÂNICO PATRULHA MARIA DA PENHA;Tatuquara;;;"";"";
Centro;;f;NÃO;Rua Visconde de Nácar;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;01988/2022;30/12/2022;Sexta;06:10:00;12;;IMEDIATA;Matriz;;;"";"";
Uberaba;;f;NÃO;Avenida Com. Franco;0;Veículo;Recuperação de veículo furtado/roubado;;;;;;;;;;;;;2022;01989/2022;30/12/2022;Sexta;07:32:00;12;;153;Cajuru;;;"";"";
Atuba;;f;NÃO;Avenida Marechal Mascarenhas de Moraes;0;Incendio/Explosão em edificação;;;;;;;;;;;;;;2022;01991/2022;30/12/2022;Sexta;08:25:00;12;;IMEDIATA;Boa Vista;;;"";"";
Uberaba;UNIDADE DE SAÚDE SALGADO FILHO;t;NÃO;Avenida Senador Salgado Filho;0;Paciente/usuário alterado;;;;;;;;;;;;;;2022;01992/2022;30/12/2022;Sexta;08:25:00;12;;IMEDIATA;Cajuru;Secretaria Municipal da Saúde;SMS;"";"";
Alto Boqueirão;;f;NÃO;Rua Izac Moyses Kviatek;0;Trânsito;;;;;;;;;;;;;;2022;01990/2022;30/12/2022;Sexta;08:34:00;12;;156;Boqueirão;;;"";"";
Sítio Cercado;;f;NÃO;Rua Coronel Victor Agner Kendrick;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;01996/2022;30/12/2022;Sexta;08:43:00;12;;IMEDIATA;Bairro Novo;;;"";"";
Fazendinha;;f;NÃO;Rua Carlos Klemtz;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;01993/2022;30/12/2022;Sexta;08:45:00;12;;IMEDIATA;Portão;;;"";"";
Boqueirão;;f;NÃO;Avenida Marechal Floriano Peixoto;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;01995/2022;30/12/2022;Sexta;09:00:00;12;;IMEDIATA;Boqueirão;;;"";"";
Xaxim;;f;NÃO;Rua Primeiro de Maio;0;Vistoria;;;;;;;;;;;;;;2022;01994/2022;30/12/2022;Sexta;09:11:00;12;;153;Boqueirão;;;"";"";
Vista Alegre;;f;NÃO;Rua Gaspar Carrilho Junior;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;01997/2022;30/12/2022;Sexta;09:35:00;12;;153;Santa Felicidade;;;"";"";
Xaxim;;f;NÃO;Rua Engenheiro Wladislau Dec;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;01998/2022;30/12/2022;Sexta;09:40:00;12;;IMEDIATA;Boqueirão;;;"";"";
Centro;TERMINAL METROPOLITANO GUADALUPE;t;NÃO;Rua João Negrão;0;Substância Ilícita;Tráfico de drogas;;;;;;;;;;;;;2022;01999/2022;30/12/2022;Sexta;10:08:00;12;;IMEDIATA;Matriz;Urbanização de Curitiba S.A.;URBS;"";"";
Centro;;f;NÃO;Praça Eufrásio Corrêia;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;02000/2022;30/12/2022;Sexta;10:11:00;12;;IMEDIATA;Matriz;;;"";"";
Santa Quitéria;;f;NÃO;Rua Coronel Airton Plaisant;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;02005/2022;30/12/2022;Sexta;10:22:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Portão;;;"";"";
Centro;;f;NÃO;Rua Desembargador Westphalen;0;Ronda;;;;;;;;;;;;;;2022;02001/2022;30/12/2022;Sexta;10:47:00;12;;153;Matriz;;;"";"";
Santa Cândida;;f;NÃO;Rua Engenheiro Luiz Augusto Leão Fonseca;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;02002/2022;30/12/2022;Sexta;10:54:00;12;;153;Boa Vista;;;"";"";
Santa Cândida;;f;NÃO;Rua Mariano Gardolinski;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;02003/2022;30/12/2022;Sexta;11:00:00;12;;SETRAN;Boa Vista;;;"";"";
Prado Velho;UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL CASA DO PIÁ 1;t;NÃO;Rua Francisco Nunes;0;Desinteligência;;;;;;;;;;;;;;2022;02004/2022;30/12/2022;Sexta;11:07:00;12;;153;Matriz;Fundação de Ação Social;FAS;"";"";
Portão;;f;NÃO;Rua Wilson de França;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;02014/2022;30/12/2022;Sexta;11:30:00;12;;IMEDIATA;Portão;;;"";"";
Alto da Glória;UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL CASA DO PIÁ 3;t;NÃO;R. MAUÁ;0;Paciente/usuário alterado;;;;;;;;;;;;;;2022;02006/2022;30/12/2022;Sexta;12:01:00;12;;153;Matriz;Fundação de Ação Social;FAS;"";"";
Bigorrilho;;f;NÃO;Avenida Cândido Hartmann;0;Desinteligência;;;;;;;;;;;;;;2022;02007/2022;30/12/2022;Sexta;12:06:00;12;;153;Matriz;;;"";"";
Bacacheri;UNIDADE DE SAÚDE BACACHERI;t;NÃO;AV. PREF. ERASTO GAERTNER;0;Paciente/usuário alterado;;;;;;;;;;;;;;2022;02008/2022;30/12/2022;Sexta;12:15:00;12;;153;Boa Vista;Secretaria Municipal da Saúde;SMS;"";"";
Jardim Botânico;;f;NÃO;Avenida Presidente Affonso Camargo;0;Queima a céu aberto;;;;;;;;;;;;;;2022;02009/2022;30/12/2022;Sexta;12:15:00;12;;153;Matriz;;;"";"";
Jardim Botânico;RESTAURANTE POPULAR CAPANEMA;t;NÃO;;0;Desinteligência;;;;;;;;;;;;;;2022;02021/2022;30/12/2022;Sexta;12:20:00;12;;IMEDIATA;Matriz;Secretaria Municipal de Segurança Alimentar e Nutricional;SMSAN;"";"";
Jardim Botânico;;f;NÃO;Avenida Presidente Affonso Camargo;0;Trânsito;FISCALIZACAO;;;;;;;;;;;;;2022;02012/2022;30/12/2022;Sexta;12:40:00;12;;IMEDIATA;Matriz;;;"";"";
Capão Raso;;f;NÃO;Rua Leon Nícolas;0;Ameaça;;;;;;;;;;;;;;2022;02010/2022;30/12/2022;Sexta;12:43:00;12;;153;Pinheirinho;;;"";"";
Cajuru;;f;NÃO;Rua Paulo de Frontin;0;Invasão;Invasão de equipamento/patrimônio público;;;;;;;;;;;;;2022;02011/2022;30/12/2022;Sexta;12:50:00;12;;G5;Cajuru;;;"";"";
Alto Boqueirão;;f;NÃO;Rua Soldado Miguel Dromboski;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;02013/2022;30/12/2022;Sexta;13:29:00;12;;SETRAN;Boqueirão;;;"";"";
Xaxim;;f;NÃO;Rua Irmã Sofía Riechi;0;Invasão;Invasão de equipamento/patrimônio público;;;;;;;;;;;;;2022;02017/2022;30/12/2022;Sexta;13:30:00;12;;IMEDIATA;Boqueirão;;;"";"";
Centro;;f;NÃO;Praça Eufrásio Corrêia;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;02016/2022;30/12/2022;Sexta;13:31:00;12;;IMEDIATA;Matriz;;;"";"";
Jardim Botânico;TERMINAL RODOVIÁRIO DE CURITBA;t;NÃO;Avenida Presidente Affonso Camargo;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;02020/2022;30/12/2022;Sexta;13:45:00;12;;IMEDIATA;Matriz;Urbanização de Curitiba S.A.;URBS;"";"";
Bairro Alto;;f;NÃO;Rua Epaminondas Santos;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;02015/2022;30/12/2022;Sexta;13:45:00;12;;153;Boa Vista;;;"";"";
Cristo Rei;;f;NÃO;Avenida Presidente Affonso Camargo;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;02018/2022;30/12/2022;Sexta;13:50:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;;f;NÃO;Rua XV de Novembro;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;02019/2022;30/12/2022;Sexta;14:16:00;12;;IMEDIATA;Matriz;;;"";"";
Pinheirinho;;f;NÃO;Rua Lothário Boutin;0;Trânsito;FISCALIZACAO;;;;;;;;;;;;;2022;02022/2022;30/12/2022;Sexta;14:42:00;12;;IMEDIATA;Pinheirinho;;;"";"";
Santa Cândida;;f;NÃO;Estrada Nova de Colombo;0;Trânsito;ÓLEO NA PISTA;;;;;;;;;;;;;2022;02024/2022;30/12/2022;Sexta;14:50:00;12;;IMEDIATA;Boa Vista;;;"";"";
Lindóia;;f;SIM;Rua Oscár Wilde;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;02026/2022;30/12/2022;Sexta;15:00:00;12;;IMEDIATA;Pinheirinho;;;"";"";
Pinheirinho;;f;NÃO;BR-116;0;Trânsito;Acidente de trânsito;;;;;;;;;;;;;2022;02023/2022;30/12/2022;Sexta;15:05:00;12;;IMEDIATA;Pinheirinho;;;"";"";
Cidade Industrial;;f;NÃO;Rua Lourdes Betezek;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;02025/2022;30/12/2022;Sexta;15:10:00;12;;153;CIC;;;"";"";
São Francisco;;f;NÃO;Rua João Manoel;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;02028/2022;30/12/2022;Sexta;15:43:00;12;;153;Matriz;;;"";"";
Cidade Industrial;;f;NÃO;Rua Nossa Senhora do Monte Claro;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;02027/2022;30/12/2022;Sexta;15:52:00;12;;IMEDIATA;CIC;;;"";"";
Orleans;HORTA INSTITUCIONAL UNIDADE DE ACOLHIMENTO INSTITUCIONAL SANTA FELICIDADE;t;NÃO;ROD. BR-277 - CURITIBA / PONTA GROSSA;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;02029/2022;30/12/2022;Sexta;16:19:00;12;;153;Santa Felicidade;;;"";"";
Batel;;f;NÃO;Rua Coronel Dulcídio;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;02031/2022;30/12/2022;Sexta;16:35:00;12;;IMEDIATA;Matriz;;;"";"";
Bacacheri;;f;NÃO;Avenida Prefeito Erasto Gaertner;0;Apoio;Apoio à SMS;;;;;;;;;;;;;2022;02030/2022;30/12/2022;Sexta;16:41:00;12;;153;Boa Vista;;;"";"";
Sítio Cercado;;f;NÃO;Rua Nova Aurora;0;Ronda;;;;;;;;;;;;;;2022;02032/2022;30/12/2022;Sexta;17:12:00;12;;153;Bairro Novo;;;"";"";
Cidade Industrial;CENTRO DE EDUCAÇÃO INTEGRAL MONTEIRO LOBATO;t;NÃO;;0;Dano;Arrombamento;;;;;;;;;;;;;2022;02033/2022;30/12/2022;Sexta;17:20:00;12;;G5;CIC;Secretaria Municipal da Educação;SME;"";"";
Cajuru;;f;NÃO;Rua Hamilton de Oliveira;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;02034/2022;30/12/2022;Sexta;17:32:00;12;;153;Cajuru;;;"";"";
Pilarzinho;;f;NÃO;Rua Gardênio Scorzato;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;02035/2022;30/12/2022;Sexta;17:44:00;12;;156;Boa Vista;;;"";"";
Capão Raso;UNIDADE DE PRONTO ATENDIMENTO PINHEIRINHO;t;NÃO;;0;Apoio;Apoio à SMS;;;;;;;;;;;;;2022;02036/2022;30/12/2022;Sexta;17:55:00;12;;IMEDIATA;Pinheirinho;Secretaria Municipal da Saúde;SMS;"";"";
Bacacheri;;f;NÃO;Rua Holanda;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;02037/2022;30/12/2022;Sexta;18:04:00;12;;156;Boa Vista;;;"";"";
Jardim Botânico;;f;NÃO;Avenida Presidente Affonso Camargo;0;Desinteligência;;;;;;;;;;;;;;2022;02038/2022;30/12/2022;Sexta;18:05:00;12;;IMEDIATA;Matriz;;;"";"";
Rebouças;;f;NÃO;Rua Engs. Rebouças;0;Apoio;Apoio ao cidadão - ORIENTAÇÃO;;;;;;;;;;;;;2022;02040/2022;30/12/2022;Sexta;18:15:00;12;;IMEDIATA;Matriz;;;"";"";
Centro Cívico;;f;NÃO;Rua Papa João XXIII;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;02041/2022;30/12/2022;Sexta;18:15:00;12;;IMEDIATA;Matriz;;;"";"";
Rebouças;CASA DE PASSAGEM DAS MULHERES;t;NÃO;Rua Desembargador Westphalen;0;Vias de Fato;;;;;;;;;;;;;;2022;02039/2022;30/12/2022;Sexta;18:22:00;12;;153;Matriz;Fundação de Ação Social;FAS;"";"";
Xaxim;;f;NÃO;Rua Irmã Sofía Riechi;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;02042/2022;30/12/2022;Sexta;18:36:00;12;;156;Boqueirão;;;"";"";
Boa Vista;;f;NÃO;Rua João Havro;0;Trânsito;ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A;;;;;;;;;;;;;2022;02043/2022;30/12/2022;Sexta;18:38:00;12;;156;Boa Vista;;;"";"";
Cidade Industrial;;f;SIM;Rua Leopoldo de Lazari;0;Furto;Residência;;;;;;;;;;;;;2022;02058/2022;30/12/2022;Sexta;19:00:00;12;;IMEDIATA;CIC;;;"";"";
Cidade Industrial;;f;NÃO;RUA VALE DOS PÁSSAROS;0;Trânsito;;;;;;;;;;;;;;2022;02092/2023;30/12/2022;Sexta;19:10:28;12;;156;CIC;;;"";"";9849600
Sítio Cercado;CLUBE DA GENTE BAIRRO NOVO;t;NÃO;Rua Marcolina Caetana Chaves;0;Dano;Vandalismo;;;;;;;;;;;;;2022;02045/2022;30/12/2022;Sexta;19:15:00;12;;GM;Bairro Novo;Secretaria Municipal do Esporte, Lazer e Juventude;SMELJ;"";"";
Cajuru;ACADEMIA AO AR LIVRE PARQUE DOS PELADEIROS;t;NÃO;R. RIVADÁVIA FONSECA DE MACEDO;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;02044/2022;30/12/2022;Sexta;19:15:00;12;;IMEDIATA;Cajuru;Secretaria Municipal do Esporte, Lazer e Juventude;SMELJ;"";"";
Xaxim;;f;NÃO;Rua Irmã Sofía Riechi;0;Dano;Vandalismo;;;;;;;;;;;;;2022;02054/2022;30/12/2022;Sexta;19:30:00;12;;GM;Boqueirão;;;"";"";
Cajuru;;f;NÃO;Rua Fortaleza;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;02046/2022;30/12/2022;Sexta;20:12:00;12;;153;Cajuru;;;"";"";
Boqueirão;TERMINAL BOQUEIRÃO;t;NÃO;;0;Apoio;Apoio ao cidadão - ORIENTAÇÃO;;;;;;;;;;;;;2022;02047/2022;30/12/2022;Sexta;20:19:00;12;;À VIATURA;Boqueirão;Urbanização de Curitiba S.A.;URBS;"";"";
Cidade Industrial;;f;NÃO;Rua Ulisses Aurélio Visinoni;0;Trânsito;Direção perigosa;;;;;;;;;;;;;2022;02048/2022;30/12/2022;Sexta;20:30:00;12;;À VIATURA;CIC;;;"";"";
Tatuquara;ESCOLA MUNICIPAL PROFESSORA MARIA IENKOT ZEGLIN;t;NÃO;;0;Invasão;Invasão de equipamento/patrimônio público;;;;;;;;;;;;;2022;02049/2022;30/12/2022;Sexta;20:31:00;12;;CCO MURALHA DIGITAL;Tatuquara;Secretaria Municipal da Educação;SME;"";"";
Xaxim;;f;NÃO;Rua Irmã Sofía Riechi;0;Trânsito;Direção perigosa;;;;;;;;;;;;;2022;02050/2022;30/12/2022;Sexta;20:33:00;12;;À VIATURA;Boqueirão;;;"";"";
Xaxim;;f;NÃO;Rua Irmã Sofía Riechi;0;Vias de Fato;;;;;;;;;;;;;;2022;02052/2022;30/12/2022;Sexta;20:36:00;12;;153;Boqueirão;;;"";"";
Água Verde;;f;NÃO;Rua Castro;0;Trânsito;;;;;;;;;;;;;;2022;02051/2022;30/12/2022;Sexta;20:36:00;12;;156;Portão;;;"";"";
Jardim das Américas;;f;NÃO;Rua Professor João Doetzer;0;Trânsito;;;;;;;;;;;;;;2022;02053/2022;30/12/2022;Sexta;20:41:00;12;;SETRAN;Cajuru;;;"";"";
Cajuru;;f;NÃO;Rua dos Ferroviários;0;Trânsito;;;;;;;;;;;;;;2022;02055/2022;30/12/2022;Sexta;20:51:00;12;;153;Cajuru;;;"";"";
Bacacheri;;f;NÃO;Rua Paulo Nadolny;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;02056/2022;30/12/2022;Sexta;20:54:00;12;;GM;Boa Vista;;;"";"";
Alto Boqueirão;ESCOLA MUNICIPAL PROFESSORA SOPHIA GAERTNER ROSLINDO;t;NÃO;;0;Invasão;Invasão de equipamento/patrimônio público;;;;;;;;;;;;;2022;02057/2022;30/12/2022;Sexta;20:57:00;12;;CCO MURALHA DIGITAL;Boqueirão;Secretaria Municipal da Educação;SME;"";"";
Mercês;;f;NÃO;Rua Padre Anchieta;0;ZELADORIA URBANA;Iluminação Pública;;;;;;;;;;;;;2022;02060/2022;30/12/2022;Sexta;21:25:00;12;;153;Matriz;;;"";"";
